user_id,age,gender,country,education_level,daily_screen_time,sleep_hours,exercise_freq,social_media_usage,extroversion,conscientiousness,neuroticism,income,happiness_index,stress_level,target_success_label
503013,60,Female,Canada,PhD,3.974725493451168,5.557704492020477,4,0.050008341477533746,26.769657593422018,76.28040162434748,32.910068487657036,86510.50146464445,31.42718986068817,60.45165548262942,1
503220,33,Male,India,Bachelors,4.885196851452595,6.096361899145396,4,2.820611251132452,2.8137551701069627,72.35586394328115,60.72599106045542,55862.05029683511,17.00232519030484,84.45635115798407,0
503382,30,Female,Australia,High School,4.749282154005604,6.823476293035523,3,0.24981590748662702,28.055835999405964,61.67433933550011,47.98052471190658,25097.645843178616,30.363003744419654,65.50938810635444,0
507312,42,Female,USA,Masters,2.3188216923884695,9.808316124556038,4,0.44405747891696684,23.73257787597785,66.31456715181075,54.08594951660321,57491.500926367546,41.64995815484525,66.26323970117596,0
500135,38,Male,UK,High School,5.0155406232123685,6.892878258928845,3,1.3222245941818813,35.83892362250596,50.74717972445936,77.47197461657237,36033.62430624649,26.83840878558897,65.63976564126335,0
500450,21,Male,Canada,Masters,4.662718076943385,8.064128064547164,2,2.9734069678035375,7.744087213407777,74.6424096076771,70.47402225274315,1015.842884330461,31.287137988804588,58.24769108798823,0
502491,52,Female,USA,Bachelors,6.789416723887844,7.0666013083397425,3,0.3553105907347538,67.67839232274459,65.08054642516372,57.02612522413658,54713.85766710247,38.630319645022546,57.3088876247468,1
501474,34,Female,UK,Bachelors,4.680173300896773,7.9561092050755855,4,0.6975738410498665,44.663035186951184,94.35660545830302,67.79036076944493,65166.694014911154,39.85202608795737,62.63769616121425,1
502190,28,Female,Canada,Masters,5.177713518024713,8.081332374379478,3,3.079290071218861,25.966606852422807,73.32207246406912,23.791372676392047,33154.3741847495,48.3366132812443,72.0584438450419,1
504329,57,Male,UK,High School,5.89643123356092,7.4964377633698955,3,1.11562612191455,9.5682119112336,82.22259844374086,71.86444273281074,80595.9952420682,21.335400298809656,87.68756020695425,0
501334,59,Female,UK,Masters,7.468479664967404,6.6351507009429715,3,1.7636000241289946,47.46751663344115,82.74796645534573,88.63671198881516,63922.422282408406,28.020556403496048,92.41902311079383,0
504202,58,Male,India,Bachelors,8.261598557351343,7.246106013717993,3,1.8998948454385711,10.003067542418556,73.6201237263743,68.62700743114578,67918.93729654148,26.62788595417106,87.89886317009176,0
506904,35,Male,Australia,PhD,2.9444665258364835,6.244737130162227,1,1.0369364988870655,50.245633551393276,65.61790115598016,73.0578687806861,63435.25977085311,25.554309642577074,70.65783547357148,0
500505,63,Male,India,Bachelors,4.02974539888203,7.6006428025460595,0,3.2163073366402726,36.39088347276525,69.93031689608293,56.404083701989784,79825.65405893428,32.849352058553144,67.3872211569158,0
500561,60,Female,UK,Bachelors,4.037177996429648,7.140932562828736,0,0.45416084771043014,45.97769727188894,77.40643062179518,25.535558931075713,70817.21061670534,42.59736817237351,59.27906545801871,1
500920,50,Male,UK,High School,7.248194155793744,6.961724916907056,1,2.060465010103838,29.163701114636314,77.79294465505721,36.95230990003587,62460.45582701547,33.675122167181684,76.35330448469314,0
505139,53,Male,Other,Bachelors,2.6900523308027853,8.446354819709487,1,2.729455906141103,15.576631658085493,65.46901277719776,47.3313112020001,63973.71516967687,36.832374682734674,58.507557245144454,0
502333,66,Male,India,PhD,3.649682104177082,6.529945441249123,3,5.3392004167416935,56.45246933195022,55.29739538591387,24.210808036945107,63367.77733552264,49.2000817218294,64.12264699305508,1
505941,22,Female,India,Bachelors,6.826881859285051,6.32722064618308,3,3.3456568021188433,21.800891835390015,88.8723184741256,65.80693929291427,17684.804134603026,26.576594492379805,70.45660460186427,0
502254,64,Female,USA,Other,3.465334033514946,5.888335340485784,3,2.458589597522016,16.539970517877475,44.70611547622909,11.051400284087135,53133.02300912113,33.171020877694396,66.33434473048705,0
502406,66,Nonbinary,UK,High School,6.695384622514024,7.854330749822371,3,6.12473755978073,34.76590851398177,50.0315641587702,43.67753049016602,76149.22139985478,33.62518691992254,59.71428593652699,0
503224,24,Female,India,Masters,5.883455149857242,7.459339119418903,5,1.0881721897341956,29.89324883114876,38.40199919937612,40.32186373994413,17477.619015007105,43.13196994617328,62.84880401801198,0
505623,46,Female,USA,Bachelors,5.451973902909021,5.8349256604462365,4,7.209546149316563,37.54441475316547,48.863887275432454,77.13219861807862,52094.70539610399,22.748837781859113,79.04976319623782,0
503764,19,Female,Other,Bachelors,6.278465833264062,8.839562613703489,2,4.487717795907716,42.212161372621516,53.699868828324284,21.03247529745694,46666.272868795284,52.47986803514658,53.91456200455783,0
503545,19,Female,Canada,Bachelors,5.536807317114292,4.585541865544808,4,2.974248571962893,22.668149707717834,92.41577765519384,47.88252941542224,43074.59084000076,15.990190229141213,82.83335708740525,0
506032,66,Male,Australia,PhD,4.618316238982492,,4,0.8971199364455118,10.137356403078778,89.16477592154872,19.38286672242816,73425.8757327212,33.764867769583695,70.08845774542694,1
503686,36,Female,Canada,Bachelors,2.5801048203547996,6.578851215295155,4,2.3848824936764923,7.222652791882737,80.71718874189972,57.034482863967696,50443.91025997843,16.95405836037488,88.30467764245236,0
503003,67,Male,Other,PhD,5.2787311481326515,6.302389876482002,4,3.079145442719034,9.20142851724339,78.08297709423331,74.46532545122773,96632.1544714834,12.384572782336436,100.0,0
505476,60,Male,India,PhD,3.4684103624153746,7.745409480732003,7,0.34458957256521333,4.298361337500982,78.3640457532613,36.90168932644447,58999.81565927651,32.39899845763662,75.81014495937684,1
507735,38,Female,USA,Masters,7.225168922325354,7.6962247160144095,1,0.5495679285241376,24.676423496690887,60.9866413224063,57.697986505184915,48226.97174100777,36.9986253661828,62.36314261347576,0
504288,64,Female,Australia,Masters,6.212130129150378,7.967951462155003,3,3.113790923072271,67.88834096066667,65.55749534415929,27.665817795331893,51637.34771614845,49.05083604339053,34.14546986693544,1
504167,60,Female,Other,PhD,5.066096398225089,6.626713192231506,4,1.3220749318308718,17.618718830185344,94.0529725259862,60.779665539882814,67581.03162979802,28.43579814539872,75.95759527007353,1
507994,29,Female,India,Masters,4.872206956437905,7.716623503484815,3,2.8428181840049933,60.53755891032754,73.4740896415216,34.84857321417989,45003.762355978906,55.78031555335235,40.05536479909794,1
506888,46,Female,USA,Bachelors,6.093156509939623,8.029786591956809,4,1.64077122692761,35.73611701374459,70.97964900150609,58.743611641641415,48929.927291790154,40.723697645803504,52.9078578833719,0
502494,33,Male,UK,Bachelors,2.464793373937273,,1,7.823637277357824,32.766134640709964,82.4724613366489,89.67269393006276,37484.59151774693,25.824743669501988,81.04963893623771,0
500843,68,Female,Other,PhD,7.198496255167927,8.490596690083915,3,3.0772787727556827,28.402803163806094,60.18526380378507,26.835534903542698,59589.60928804488,46.55907000215551,51.327542544541224,1
503095,60,Female,Other,High School,4.340836680254012,,3,5.268462243743818,15.964859578732144,48.52618308871426,40.15985518511528,,38.87564034777995,65.70746234775899,0
500904,29,Female,UK,Masters,5.406158213596762,5.545619414634629,2,1.9440032285703304,43.69348856266778,62.82599882895259,87.45792706886499,31774.05031454901,18.635194312292118,77.80564507494617,0
500497,41,Female,USA,Bachelors,1.4688389427254278,8.738847137147042,1,3.8453472555616472,21.487960528509607,69.59361281336828,46.77571890119734,,47.049958014233766,55.12971863261859,0
507719,31,Female,USA,Masters,6.523711347463762,6.757908296092281,4,1.1944532422873009,14.046782789923482,86.69083943291184,71.13845510947783,42648.68460253741,26.66277949536939,87.28200919216806,0
504333,33,Female,UK,Bachelors,3.6575447391619935,6.846025411365723,3,3.0060598001626166,20.637256025913793,79.27816790645832,56.69208862509001,65354.70146103963,27.31061579900325,72.4598396016811,0
504701,67,Female,UK,High School,3.7015338505164976,7.336190401789591,1,3.2428509146940456,7.644835702829635,61.22415148821585,55.7931981373886,49322.90721862093,27.806778794519598,83.77382518782112,0
502978,54,Female,USA,Bachelors,4.883610921479701,5.940855277690079,1,0.1471488204891178,34.38958894671214,46.9975087692042,60.799302645218745,34111.61547276274,26.49742717339881,72.03832812766372,0
500134,39,Male,Canada,High School,3.799701839901028,7.37703109969293,3,0.28450577448351394,59.992129700592265,58.03040075421813,80.96009551601405,46794.13146158624,35.526099758247966,58.843140185261596,0
500658,40,Male,UK,Bachelors,5.569734981971235,7.223039024937379,2,4.22431029459414,32.7658964049556,31.62021879892749,57.78813507043997,43344.88883628018,31.092679509814957,69.2202739988451,0
501805,30,Male,UK,High School,5.258756298774126,8.012062305192662,2,0.12234843890468779,20.952786214892978,78.5832221740413,41.58083369350249,31753.047860786835,36.2667023937088,64.58227878623129,0
503843,26,Female,UK,Masters,4.053425220558146,7.381274304249467,3,1.4107268616462978,16.310306648207053,38.0120298497519,38.60454445200272,,29.460278741727308,74.37962461156145,0
503713,24,Male,Other,High School,2.0866601812610908,6.0961581849150654,2,0.6011836894876584,52.96396084182135,77.38713675369408,52.38717651336864,43607.4401899183,31.032746853423813,60.628619294848754,0
506016,57,Male,India,High School,5.174637931809345,6.616310065527929,3,0.3005451183852622,16.75059505902429,87.65662563587573,64.46330563835524,93334.28134079772,31.4363734999482,65.50793540040624,0
506881,33,Male,Canada,Bachelors,7.70981018369968,7.144289227918328,4,1.001272272568155,34.27525186822447,88.46036121684459,22.369805042367965,46450.66696767697,38.58249971794463,51.45681040207592,1
503568,52,Nonbinary,Canada,Bachelors,6.4850108131463,7.907511321233593,3,1.3881368499470983,9.224889019861129,74.50505772088488,65.0964933922975,56559.56581455548,27.740804803027462,70.86528039789398,0
502992,45,Prefer not to say,India,Bachelors,7.951894426218064,8.608161058858533,3,4.711151717943021,8.799682831262412,61.31414504214091,49.710090727398345,51233.32310490414,36.688502485322545,59.18911873165321,0
503483,21,Female,India,Masters,5.126478519258332,9.327069719281578,6,1.385389014701555,15.337260279456697,62.06596664126896,43.93466984642973,57176.146982715465,41.80534392477008,63.24359678758871,0
